+094.705669 +31.585788 +093.057940 +31.908916 111.534591058687
+095.281594 +31.536866 +093.057940 +31.908916 393.050091491677
+093.907381 +29.808330 +095.472339 +29.909005 50.7188995424070
+093.514928 +29.897274 +093.057940 +31.908916 130.657156620716
+093.514928 +29.897274 +093.792224 +31.837849 128.628114756194
+093.514928 +29.897274 +095.281594 +31.536866 218.465261242370
+092.621343 +29.874603 +093.700047 +31.480995 362.458864282774
+092.148951 +29.706850 +093.792224 +31.837849 340.105731789427
+094.578872 +29.488383 +092.965008 +30.023499 150.409546086117
+094.135585 +31.906747 +092.858778 +30.752545 179.628686004970
+095.281594 +31.536866 +092.540329 +30.999138 479.053604469473
+095.281594 +31.536866 +093.057940 +31.908916 228.877606090086
+096.690945 +30.008611 +095.281594 +31.536866 171.868811289010
+092.148951 +29.706850 +093.700047 +31.480995 207.986699468680
+092.148951 +29.706850 +093.907381 +29.808330 265.266734784029
+092.226280 +29.040613 +092.858778 +30.752545 80.5789245036507
+093.781818 +29.116721 +093.057940 +31.908916 518.003109609068
+093.781818 +29.116721 +092.226280 +29.040613 428.580640227650
+094.258111 +29.246466 +093.057940 +31.908916 534.909734624715
+094.578872 +29.488383 +092.540329 +30.999138 96.9312490319363
+094.578872 +29.488383 +092.858778 +30.752545 64.3857406174949
+094.578872 +29.488383 +094.705669 +31.585788 69.7213331829730
+094.578872 +29.488383 +092.148951 +29.706850 51.6064349816186
+094.578872 +29.488383 +091.759148 +29.190276 57.7170955019306
+095.281594 +31.536866 +092.089824 +31.257604 137.706708700455
+095.281594 +31.536866 +092.540329 +30.999138 108.859123604417
+095.281594 +31.536866 +092.858778 +30.752545 51.9932899486631
+095.281594 +31.536866 +092.401614 +31.678608 116.466484269689
+096.498329 +31.192585 +093.700047 +31.480995 139.900763800881
+097.018098 +31.183259 +094.705669 +31.585788 58.8249950370892
+095.711105 +30.813386 +092.540329 +30.999138 223.301266851344
+095.711105 +30.813386 +093.700047 +31.480995 151.961844850146
+096.103529 +30.729480 +093.250395 +30.645838 193.900860392524
+096.103529 +30.729480 +094.135585 +31.906747 499.107288029669
+097.186415 +29.318001 +097.547941 +31.271446 276.910284008359
+096.755735 +29.506282 +095.281594 +31.536866 207.275952829144
+096.101903 +29.758310 +097.018098 +31.183259 212.805326826636
+095.699937 +29.772728 +097.018098 +31.183259 287.409248966710
+095.472339 +29.909005 +093.836307 +31.284197 280.665108567263
+095.472339 +29.909005 +095.281594 +31.536866 112.839854597710
+095.472339 +29.909005 +097.018098 +31.183259 157.140503944747
+095.472339 +29.909005 +097.547941 +31.271446 220.115043219883
+095.472339 +29.909005 +097.136693 +30.502244 161.537577958400
+095.472339 +29.909005 +097.511426 +29.957661 419.614237823122
+093.907381 +29.808330 +096.498329 +31.192585 334.284450423061
+093.907381 +29.808330 +097.018098 +31.183259 250.012087436937
+093.907381 +29.808330 +095.711105 +30.813386 380.050330018586
+093.907381 +29.808330 +097.136693 +30.502244 279.414754753584
+093.514928 +29.897274 +097.018098 +31.183259 495.246829132557
+091.759148 +29.190276 +093.250395 +30.645838 267.520107291046
+091.759148 +29.190276 +096.103529 +30.729480 357.597293060155
+091.759148 +29.190276 +095.699937 +29.772728 361.519272859634
+091.759148 +29.190276 +093.514928 +29.897274 242.215579323460
+092.226280 +29.040613 +092.089824 +31.257604 421.232160950040
+092.226280 +29.040613 +092.858778 +30.752545 311.728020363415
+092.226280 +29.040613 +093.836307 +31.284197 253.819969056671
+092.226280 +29.040613 +095.281594 +31.536866 180.992224566719
+092.226280 +29.040613 +096.498329 +31.192585 388.876018336663
+092.226280 +29.040613 +095.711105 +30.813386 389.278186148700
+092.226280 +29.040613 +096.103529 +30.729480 348.425300541061
+092.226280 +29.040613 +096.101903 +29.758310 475.701044877013
+093.781818 +29.116721 +093.836307 +31.284197 263.368373602904
+093.781818 +29.116721 +095.281594 +31.536866 162.512088627266
+093.781818 +29.116721 +097.018098 +31.183259 236.519901060759
+093.781818 +29.116721 +097.547941 +31.271446 289.280562204852
+093.781818 +29.116721 +095.711105 +30.813386 274.194876459956
+093.781818 +29.116721 +097.186415 +29.318001 434.411070444876
+093.781818 +29.116721 +096.755735 +29.506282 304.100327283436
+094.258111 +29.246466 +097.018098 +31.183259 306.502315333882
+094.258111 +29.246466 +096.103529 +30.729480 379.612268986808
+096.498329 +31.192585 +093.836307 +31.284197 271.094711525472
+097.018098 +31.183259 +093.836307 +31.284197 327.422255175154
+097.547941 +31.271446 +094.135585 +31.906747 215.729385623428
+097.547941 +31.271446 +094.705669 +31.585788 189.938154218519
+096.103529 +30.729480 +093.836307 +31.284197 268.041144185181
+096.103529 +30.729480 +094.135585 +31.906747 258.763967400921
+096.338372 +30.909866 +093.836307 +31.284197 244.695789803631
+097.136693 +30.502244 +093.836307 +31.284197 284.670000401919
+097.895579 +29.641275 +096.103529 +30.729480 128.092237286511
+098.426934 +29.720207 +095.900869 +31.254363 148.909554293815
+098.426934 +29.720207 +096.498329 +31.192585 81.8176655938479
+098.426934 +29.720207 +097.136693 +30.502244 39.4954959675343
+096.690945 +30.008611 +093.836307 +31.284197 392.801227861501
+096.690945 +30.008611 +094.705669 +31.585788 225.791512944366
+096.690945 +30.008611 +098.426934 +29.720207 254.290766892528
+097.186415 +29.318001 +094.705669 +31.585788 303.717177146395
+097.186415 +29.318001 +096.498329 +31.192585 283.655780102675
+096.755735 +29.506282 +093.836307 +31.284197 371.721263896869
+096.101903 +29.758310 +093.836307 +31.284197 335.291861803909
+096.101903 +29.758310 +098.426934 +29.720207 238.596318292341
+095.699937 +29.772728 +097.261002 +30.690701 300.494623169302
+095.699937 +29.772728 +097.895579 +29.641275 287.907348827466
+095.472339 +29.909005 +093.836307 +31.284197 213.999007494328
+095.472339 +29.909005 +098.426934 +29.720207 282.308575700763
+094.780255 +29.960592 +097.511426 +29.957661 189.176352921551
+093.907381 +29.808330 +093.057940 +31.908916 142.132201089390
+093.907381 +29.808330 +094.135585 +31.906747 112.828113906196
+093.907381 +29.808330 +094.705669 +31.585788 47.4927684395989
+093.907381 +29.808330 +097.018098 +31.183259 230.610328646274
+093.907381 +29.808330 +096.103529 +30.729480 177.568044765433
+093.907381 +29.808330 +096.338372 +30.909866 114.861410350215
+093.907381 +29.808330 +096.755735 +29.506282 151.504169240119
+093.514928 +29.897274 +096.103529 +30.729480 207.069580131078
+092.965008 +30.023499 +093.057940 +31.908916 128.016649832485
+092.965008 +30.023499 +094.135585 +31.906747 165.580087784577
+092.965008 +30.023499 +095.699937 +29.772728 214.583434606376
+092.621343 +29.874603 +093.836307 +31.284197 281.579672015032
+092.621343 +29.874603 +094.135585 +31.906747 204.517860715266
+092.621343 +29.874603 +094.705669 +31.585788 209.599265995190
+092.148951 +29.706850 +094.705669 +31.585788 265.588899540929
+091.759148 +29.190276 +094.135585 +31.906747 201.258196432875
+093.781818 +29.116721 +092.540329 +30.999138 165.659534423512
+093.781818 +29.116721 +093.250395 +30.645838 80.2858675817602
+093.781818 +29.116721 +094.705669 +31.585788 86.6311074565124
+093.781818 +29.116721 +095.281594 +31.536866 90.5353663742062
+093.781818 +29.116721 +096.498329 +31.192585 151.424686663641
+093.781818 +29.116721 +096.103529 +30.729480 142.269887543471
+093.781818 +29.116721 +096.101903 +29.758310 119.997953546876
+093.781818 +29.116721 +095.472339 +29.909005 61.7663855675293
+094.578872 +29.488383 +092.540329 +30.999138 173.913804083762
+094.578872 +29.488383 +093.792224 +31.837849 160.007762703462
+094.578872 +29.488383 +094.135585 +31.906747 102.790232144858
